Match_id,Score,Team,Opposite_Team,Innings
46,Nitish Reddy    c Dhoni b Ravindra Jadeja  15 15 0 0 100.00,Sunrisers Hyderabad,Chennai Super Kings,2
46,Heinrich Klaasen (wk)    c Daryl Mitchell b Matheesha Pathirana  20 21 0 1 95.24,Sunrisers Hyderabad,Chennai Super Kings,2
46,Abdul Samad    c (sub)Sameer Rizvi b Thakur  19 18 1 1 105.56,Sunrisers Hyderabad,Chennai Super Kings,2
46,Shahbaz Ahmed    c Daryl Mitchell b Mustafizur  7 5 1 0 140.00,Sunrisers Hyderabad,Chennai Super Kings,2
46,Pat Cummins (c)    c Daryl Mitchell b Tushar Deshpande  5 7 1 0 71.43,Sunrisers Hyderabad,Chennai Super Kings,2
46,Bhuvneshwar Kumar    not out  4 3 0 0 133.33,Sunrisers Hyderabad,Chennai Super Kings,2
46,Jaydev Unadkat    c Moeen b Mustafizur  1 2 0 0 50.00,Sunrisers Hyderabad,Chennai Super Kings,2
47,Philip Salt (wk)    b Axar  68 33 7 5 206.06,Kolkata Knight Riders,Delhi Capitals,2
47,Sunil Narine    c Jake Fraser-McGurk b Axar  15 10 3 0 150.00,Kolkata Knight Riders,Delhi Capitals,2
47,Rinku Singh    c Kuldeep Yadav b Williams  11 11 1 0 100.00,Kolkata Knight Riders,Delhi Capitals,2
47,Shreyas Iyer (c)    not out  33 23 3 1 143.48,Kolkata Knight Riders,Delhi Capitals,2
47,Venkatesh Iyer    not out  26 23 2 1 113.04,Kolkata Knight Riders,Delhi Capitals,2
48,KL Rahul (c & wk)    c Nabi b Hardik Pandya  28 22 3 1 127.27,Lucknow Super Giants,Mumbai,2
48,Arshin Kulkarni    lbw b N Thushara  0 1 0 0 0.00,Lucknow Super Giants,Mumbai,2
48,Marcus Stoinis    c Tilak Varma b Nabi  62 45 7 2 137.78,Lucknow Super Giants,Mumbai,2
48,Deepak Hooda    c Bumrah b Hardik Pandya  18 18 2 0 100.00,Lucknow Super Giants,Mumbai,2
48,Nicholas Pooran    not out  14 14 1 0 100.00,Lucknow Super Giants,Mumbai,2
48,Ashton Turner    b Gerald Coetzee  5 9 0 0 55.56,Lucknow Super Giants,Mumbai,2
48,Ayush Badoni    run out ((sub)Naman Dhir/Ishan Kishan)  6 6 1 0 100.00,Lucknow Super Giants,Mumbai,2
48,Krunal Pandya    not out  1 1 0 0 100.00,Lucknow Super Giants,Mumbai,2
49,Prabhsimran Singh    c Ruturaj Gaikwad b Richard Gleeson  13 10 1 1 130.00,Punjab Kings,Chennai Super Kings,2
49,Jonny Bairstow    c Dhoni b Shivam Dube  46 30 7 1 153.33,Punjab Kings,Chennai Super Kings,2
49,Rilee Rossouw    b Thakur  43 23 5 2 186.96,Punjab Kings,Chennai Super Kings,2
49,Shashank Singh    not out  25 26 1 1 96.15,Punjab Kings,Chennai Super Kings,2
49,Sam Curran (c)    not out  26 20 3 0 130.00,Punjab Kings,Chennai Super Kings,2
50,Yashasvi Jaiswal    b T Natarajan  67 40 7 2 167.50,Rajasthan Royals,Sunrisers Hyderabad,2
50,Jos Buttler    c Marco Jansen b Bhuvneshwar  0 1 0 0 0.00,Rajasthan Royals,Sunrisers Hyderabad,2
50,Sanju Samson (c & wk)    b Bhuvneshwar  0 3 0 0 0.00,Rajasthan Royals,Sunrisers Hyderabad,2
50,Riyan Parag    c Marco Jansen b Cummins  77 49 8 4 157.14,Rajasthan Royals,Sunrisers Hyderabad,2
50,Shimron Hetmyer    c Marco Jansen b T Natarajan  13 9 1 1 144.44,Rajasthan Royals,Sunrisers Hyderabad,2
50,Rovman Powell    lbw b Bhuvneshwar  27 15 3 1 180.00,Rajasthan Royals,Sunrisers Hyderabad,2
50,Dhruv Jurel    c Abhishek Sharma b Cummins  1 3 0 0 33.33,Rajasthan Royals,Sunrisers Hyderabad,2
50,Ravichandran Ashwin    not out  2 2 0 0 100.00,Rajasthan Royals,Sunrisers Hyderabad,2
51,Ishan Kishan (wk)    b Starc  13 7 1 1 185.71,Mumbai,Kolkata Knight Riders,2
51,Rohit Sharma    c Manish Pandey b Narine  11 12 0 1 91.67,Mumbai,Kolkata Knight Riders,2
51,Naman Dhir    b Chakaravarthy  11 11 2 0 100.00,Mumbai,Kolkata Knight Riders,2
51,Suryakumar Yadav    c Salt b Russell  56 35 6 2 160.00,Mumbai,Kolkata Knight Riders,2
51,Tilak Varma    c Narine b Chakaravarthy  4 6 0 0 66.67,Mumbai,Kolkata Knight Riders,2
51,Nehal Wadhera    b Narine  6 11 1 0 54.55,Mumbai,Kolkata Knight Riders,2
51,Hardik Pandya (c)    c Manish Pandey b Russell  1 3 0 0 33.33,Mumbai,Kolkata Knight Riders,2
51,Tim David    c Shreyas Iyer b Starc  24 20 1 1 120.00,Mumbai,Kolkata Knight Riders,2
51,Gerald Coetzee    b Starc  8 7 0 1 114.29,Mumbai,Kolkata Knight Riders,2
51,Piyush Chawla    c Narine b Starc  0 1 0 0 0.00,Mumbai,Kolkata Knight Riders,2
51,Jasprit Bumrah    not out  1 1 0 0 100.00,Mumbai,Kolkata Knight Riders,2
52,Virat Kohli    c W Saha b Noor Ahmad  42 27 2 4 155.56,Royal Challengers Bengaluru,Gujarat Titans,2
52,Faf du Plessis (c)    c Shahrukh Khan b Joshua Little  64 23 10 3 278.26,Royal Challengers Bengaluru,Gujarat Titans,2
52,Will Jacks    c Shahrukh Khan b Noor Ahmad  1 3 0 0 33.33,Royal Challengers Bengaluru,Gujarat Titans,2
52,Rajat Patidar    c David Miller b Joshua Little  2 3 0 0 66.67,Royal Challengers Bengaluru,Gujarat Titans,2
52,Glenn Maxwell    c David Miller b Joshua Little  4 3 1 0 133.33,Royal Challengers Bengaluru,Gujarat Titans,2
52,Cameron Green    c Shahrukh Khan b Joshua Little  1 2 0 0 50.00,Royal Challengers Bengaluru,Gujarat Titans,2
52,Dinesh Karthik (wk)    not out  21 12 3 0 175.00,Royal Challengers Bengaluru,Gujarat Titans,2
52,Swapnil Singh    not out  15 9 2 1 166.67,Royal Challengers Bengaluru,Gujarat Titans,2
53,Prabhsimran Singh    c (sub)Sameer Rizvi b Ravindra Jadeja  30 23 2 2 130.43,Punjab Kings,Chennai Super Kings,2
53,Jonny Bairstow    b Tushar Deshpande  7 6 1 0 116.67,Punjab Kings,Chennai Super Kings,2
53,Rilee Rossouw    b Tushar Deshpande  0 3 0 0 0.00,Punjab Kings,Chennai Super Kings,2
53,Shashank Singh    c Simarjeet Singh b Santner  27 20 4 0 135.00,Punjab Kings,Chennai Super Kings,2
53,Sam Curran (c)    c Santner b Ravindra Jadeja  7 11 0 0 63.64,Punjab Kings,Chennai Super Kings,2
53,Jitesh Sharma (wk)    c Dhoni b Simarjeet Singh  0 1 0 0 0.00,Punjab Kings,Chennai Super Kings,2
53,Ashutosh Sharma    c Simarjeet Singh b Ravindra Jadeja  3 10 0 0 30.00,Punjab Kings,Chennai Super Kings,2
53,Harpreet Brar    not out  17 13 2 0 130.77,Punjab Kings,Chennai Super Kings,2
53,Harshal Patel    c (sub)Sameer Rizvi b Simarjeet Singh  12 13 1 1 92.31,Punjab Kings,Chennai Super Kings,2
53,Rahul Chahar    b Thakur  16 10 2 1 160.00,Punjab Kings,Chennai Super Kings,2
53,Kagiso Rabada    not out  11 10 0 1 110.00,Punjab Kings,Chennai Super Kings,2
54,KL Rahul (c & wk)    c Ramandeep Singh b Harshit Rana  25 21 3 0 119.05,Lucknow Super Giants,Kolkata Knight Riders,2
54,Arshin Kulkarni    c Ramandeep Singh b Starc  9 7 2 0 128.57,Lucknow Super Giants,Kolkata Knight Riders,2
54,Marcus Stoinis    c Harshit Rana b Russell  36 21 4 2 171.43,Lucknow Super Giants,Kolkata Knight Riders,2
54,Deepak Hooda    lbw b Chakaravarthy  5 3 1 0 166.67,Lucknow Super Giants,Kolkata Knight Riders,2
54,Nicholas Pooran    c Salt b Russell  10 8 0 1 125.00,Lucknow Super Giants,Kolkata Knight Riders,2
54,Ayush Badoni    c Starc b Narine  15 12 0 1 125.00,Lucknow Super Giants,Kolkata Knight Riders,2
54,Ashton Turner    c and b Chakaravarthy  16 9 0 2 177.78,Lucknow Super Giants,Kolkata Knight Riders,2
54,Krunal Pandya    c Salt b Harshit Rana  5 6 0 0 83.33,Lucknow Super Giants,Kolkata Knight Riders,2
54,Yudhvir Singh Charak    c Russell b Chakaravarthy  7 7 0 1 100.00,Lucknow Super Giants,Kolkata Knight Riders,2
54,Ravi Bishnoi    lbw b Harshit Rana  2 3 0 0 66.67,Lucknow Super Giants,Kolkata Knight Riders,2
54,Naveen-ul-Haq    not out  0 0 0 0 0.00,Lucknow Super Giants,Kolkata Knight Riders,2
55,Ishan Kishan (wk)    c Mayank Agarwal b Marco Jansen  9 7 2 0 128.57,Mumbai,Sunrisers Hyderabad,2
55,Rohit Sharma    c Klaasen b Cummins  4 5 1 0 80.00,Mumbai,Sunrisers Hyderabad,2
55,Naman Dhir    c Marco Jansen b Bhuvneshwar  0 9 0 0 0.00,Mumbai,Sunrisers Hyderabad,2
55,Suryakumar Yadav    not out  102 51 12 6 200.00,Mumbai,Sunrisers Hyderabad,2
55,Tilak Varma    not out  37 32 6 0 115.62,Mumbai,Sunrisers Hyderabad,2
56,Yashasvi Jaiswal    c Axar b Khaleel Ahmed  4 2 1 0 200.00,Rajasthan Royals,Delhi Capitals,2
56,Jos Buttler    b Axar  19 17 2 1 111.76,Rajasthan Royals,Delhi Capitals,2
56,Sanju Samson (c & wk)    c Shai Hope b Mukesh Kumar  86 46 8 6 186.96,Rajasthan Royals,Delhi Capitals,2
56,Riyan Parag    b Rasikh Salam  27 22 1 3 122.73,Rajasthan Royals,Delhi Capitals,2
56,Shubham Dubey    c Tristan Stubbs b Khaleel Ahmed  25 12 2 2 208.33,Rajasthan Royals,Delhi Capitals,2
56,Rovman Powell    b Mukesh Kumar  13 10 1 1 130.00,Rajasthan Royals,Delhi Capitals,2
56,Donovan Ferreira    lbw b Kuldeep Yadav  1 3 0 0 33.33,Rajasthan Royals,Delhi Capitals,2
56,Ravichandran Ashwin    c Shai Hope b Kuldeep Yadav  2 3 0 0 66.67,Rajasthan Royals,Delhi Capitals,2
56,Trent Boult    not out  2 3 0 0 66.67,Rajasthan Royals,Delhi Capitals,2
56,Avesh Khan    not out  7 3 1 0 233.33,Rajasthan Royals,Delhi Capitals,2
57,Abhishek Sharma    not out  75 28 8 6 267.86,Sunrisers Hyderabad,Lucknow Super Giants,2
57,Travis Head    not out  89 30 8 8 296.67,Sunrisers Hyderabad,Lucknow Super Giants,2
58,Prabhsimran Singh    lbw b Swapnil Singh  6 4 1 0 150.00,Punjab Kings,Royal Challengers Bengaluru,2
58,Jonny Bairstow (wk)    c du Plessis b Lockie Ferguson  27 16 4 1 168.75,Punjab Kings,Royal Challengers Bengaluru,2
58,Rilee Rossouw    c Will Jacks b Karn Sharma  61 27 9 3 225.93,Punjab Kings,Royal Challengers Bengaluru,2
58,Shashank Singh    run out (Kohli)  37 19 4 2 194.74,Punjab Kings,Royal Challengers Bengaluru,2
58,Jitesh Sharma    b Karn Sharma  5 4 1 0 125.00,Punjab Kings,Royal Challengers Bengaluru,2
58,Liam Livingstone    c Karn Sharma b Swapnil Singh  0 2 0 0 0.00,Punjab Kings,Royal Challengers Bengaluru,2
58,Sam Curran (c)    b Lockie Ferguson  22 16 2 0 137.50,Punjab Kings,Royal Challengers Bengaluru,2
58,Ashutosh Sharma    lbw b Siraj  8 5 0 1 160.00,Punjab Kings,Royal Challengers Bengaluru,2
58,Harshal Patel    c Lockie Ferguson b Siraj  0 1 0 0 0.00,Punjab Kings,Royal Challengers Bengaluru,2
58,Rahul Chahar    not out  5 5 1 0 100.00,Punjab Kings,Royal Challengers Bengaluru,2
58,Arshdeep Singh    c Karn Sharma b Siraj  4 3 1 0 133.33,Punjab Kings,Royal Challengers Bengaluru,2
59,Ajinkya Rahane    c Rahul Tewatia b Warrier  1 5 0 0 20.00,Chennai Super Kings,Gujarat Titans,2
59,Rachin Ravindra    run out (David Miller)  1 2 0 0 50.00,Chennai Super Kings,Gujarat Titans,2
59,Ruturaj Gaikwad (c)    c Rashid Khan b Umesh  0 3 0 0 0.00,Chennai Super Kings,Gujarat Titans,2
59,Daryl Mitchell    c Shahrukh Khan b Mohit Sharma  63 34 7 3 185.29,Chennai Super Kings,Gujarat Titans,2
59,Moeen Ali    c Noor Ahmad b Mohit Sharma  56 36 4 4 155.56,Chennai Super Kings,Gujarat Titans,2
59,Shivam Dube    c Noor Ahmad b Mohit Sharma  21 13 2 1 161.54,Chennai Super Kings,Gujarat Titans,2
59,Ravindra Jadeja    c David Miller b Rashid Khan  18 10 2 1 180.00,Chennai Super Kings,Gujarat Titans,2
59,MS Dhoni (wk)    not out  26 11 1 3 236.36,Chennai Super Kings,Gujarat Titans,2
59,Mitchell Santner    b Rashid Khan  0 2 0 0 0.00,Chennai Super Kings,Gujarat Titans,2
59,Shardul Thakur    not out  3 4 0 0 75.00,Chennai Super Kings,Gujarat Titans,2
60,Ishan Kishan (wk)    c Rinku Singh b Narine  40 22 5 2 181.82,Mumbai,Kolkata Knight Riders,2
60,Rohit Sharma    c Narine b Chakaravarthy  19 24 1 1 79.17,Mumbai,Kolkata Knight Riders,2
60,Suryakumar Yadav    c Ramandeep Singh b Russell  11 14 1 0 78.57,Mumbai,Kolkata Knight Riders,2
60,Tilak Varma    c Salt b Harshit Rana  32 17 5 1 188.24,Mumbai,Kolkata Knight Riders,2
60,Hardik Pandya (c)    c Vaibhav Arora b Chakaravarthy  2 4 0 0 50.00,Mumbai,Kolkata Knight Riders,2
60,Tim David    c Shreyas Iyer b Russell  0 3 0 0 0.00,Mumbai,Kolkata Knight Riders,2
60,Nehal Wadhera    run out (Starc/Salt)  3 3 0 0 100.00,Mumbai,Kolkata Knight Riders,2
60,Naman Dhir    c Rinku Singh b Harshit Rana  17 6 1 2 283.33,Mumbai,Kolkata Knight Riders,2
60,Anshul Kamboj    not out  2 2 0 0 100.00,Mumbai,Kolkata Knight Riders,2
60,Piyush Chawla    not out  1 2 0 0 50.00,Mumbai,Kolkata Knight Riders,2
61,Rachin Ravindra    c and b Ashwin  27 18 1 2 150.00,Chennai Super Kings,Rajasthan Royals,2
61,Ruturaj Gaikwad (c)    not out  42 41 1 2 102.44,Chennai Super Kings,Rajasthan Royals,2
61,Daryl Mitchell    lbw b Chahal  22 13 4 0 169.23,Chennai Super Kings,Rajasthan Royals,2
61,Moeen Ali    c Avesh Khan b Nandre Burger  10 13 0 0 76.92,Chennai Super Kings,Rajasthan Royals,2
61,Shivam Dube    c Riyan Parag b Ashwin  18 11 2 1 163.64,Chennai Super Kings,Rajasthan Royals,2
61,Ravindra Jadeja    obs  5 7 0 0 71.43,Chennai Super Kings,Rajasthan Royals,2
61,Sameer Rizvi    not out  15 8 3 0 187.50,Chennai Super Kings,Rajasthan Royals,2
62,David Warner    c Will Jacks b Swapnil Singh  1 2 0 0 50.00,Delhi Capitals,Royal Challengers Bengaluru,2
62,Jake Fraser-McGurk    run out (Yash Dayal)  21 8 2 2 262.50,Delhi Capitals,Royal Challengers Bengaluru,2
62,Abishek Porel (wk)    c Lockie Ferguson b Yash Dayal  2 3 0 0 66.67,Delhi Capitals,Royal Challengers Bengaluru,2
62,Shai Hope    c Karn Sharma b Lockie Ferguson  29 23 4 0 126.09,Delhi Capitals,Royal Challengers Bengaluru,2
62,Kumar Kushagra    lbw b Siraj  2 3 0 0 66.67,Delhi Capitals,Royal Challengers Bengaluru,2
62,Axar Patel (c)    c du Plessis b Yash Dayal  57 39 5 3 146.15,Delhi Capitals,Royal Challengers Bengaluru,2
62,Tristan Stubbs    run out (Green)  3 4 0 0 75.00,Delhi Capitals,Royal Challengers Bengaluru,2
62,Rasikh Dar Salam    c Will Jacks b Green  10 12 1 0 83.33,Delhi Capitals,Royal Challengers Bengaluru,2
62,Kuldeep Yadav    b Yash Dayal  6 10 0 0 60.00,Delhi Capitals,Royal Challengers Bengaluru,2
62,Mukesh Kumar    c Lomror b Lockie Ferguson  3 7 0 0 42.86,Delhi Capitals,Royal Challengers Bengaluru,2
62,Ishant Sharma    not out  0 4 0 0 0.00,Delhi Capitals,Royal Challengers Bengaluru,2
64,Quinton de Kock (wk)    c Mukesh Kumar b Ishant  12 8 2 0 150.00,Lucknow Super Giants,Delhi Capitals,2
64,KL Rahul (c)    c Mukesh Kumar b Ishant  5 3 1 0 166.67,Lucknow Super Giants,Delhi Capitals,2
64,Marcus Stoinis    st Pant b Axar  5 7 1 0 71.43,Lucknow Super Giants,Delhi Capitals,2
64,Deepak Hooda    lbw b Ishant  0 2 0 0 0.00,Lucknow Super Giants,Delhi Capitals,2
64,Nicholas Pooran    c Axar b Mukesh Kumar  61 27 6 4 225.93,Lucknow Super Giants,Delhi Capitals,2
64,Ayush Badoni    c Gulbadin b Tristan Stubbs  6 9 0 0 66.67,Lucknow Super Giants,Delhi Capitals,2
64,Krunal Pandya    st Pant b Kuldeep Yadav  18 18 2 0 100.00,Lucknow Super Giants,Delhi Capitals,2
64,Arshad Khan    not out  58 33 3 5 175.76,Lucknow Super Giants,Delhi Capitals,2
64,Yudhvir Singh Charak    c Shai Hope b Khaleel Ahmed  14 7 1 1 200.00,Lucknow Super Giants,Delhi Capitals,2
64,Ravi Bishnoi    run out (Jake Fraser-McGurk)  2 2 0 0 100.00,Lucknow Super Giants,Delhi Capitals,2
64,Naveen-ul-Haq    not out  2 4 0 0 50.00,Lucknow Super Giants,Delhi Capitals,2
65,Prabhsimran Singh    c Chahal b Boult  6 4 1 0 150.00,Punjab Kings,Rajasthan Royals,2
65,Jonny Bairstow (wk)    c Riyan Parag b Chahal  14 22 1 0 63.64,Punjab Kings,Rajasthan Royals,2
65,Rilee Rossouw    c Yashasvi Jaiswal b Avesh Khan  22 13 5 0 169.23,Punjab Kings,Rajasthan Royals,2
65,Shashank Singh    lbw b Avesh Khan  0 2 0 0 0.00,Punjab Kings,Rajasthan Royals,2
65,Sam Curran (c)    not out  63 41 5 3 153.66,Punjab Kings,Rajasthan Royals,2
65,Jitesh Sharma    c Riyan Parag b Chahal  22 20 0 2 110.00,Punjab Kings,Rajasthan Royals,2
65,Ashutosh Sharma    not out  17 11 1 1 154.55,Punjab Kings,Rajasthan Royals,2
67,Rohit Sharma    c Mohsin Khan b Ravi Bishnoi  68 38 10 3 178.95,Mumbai,Lucknow Super Giants,2
67,Dewald Brevis    c Krunal Pandya b Naveen-ul-Haq  23 20 1 2 115.00,Mumbai,Lucknow Super Giants,2
67,Suryakumar Yadav    c Ravi Bishnoi b Krunal Pandya  0 3 0 0 0.00,Mumbai,Lucknow Super Giants,2
67,Ishan Kishan (wk)    b Naveen-ul-Haq  14 15 1 0 93.33,Mumbai,Lucknow Super Giants,2
67,Hardik Pandya (c)    c Naveen-ul-Haq b Mohsin Khan  16 13 1 1 123.08,Mumbai,Lucknow Super Giants,2
67,Nehal Wadhera    c Krunal Pandya b Ravi Bishnoi  1 3 0 0 33.33,Mumbai,Lucknow Super Giants,2
67,Naman Dhir    not out  62 28 4 5 221.43,Mumbai,Lucknow Super Giants,2
67,Romario Shepherd    not out  1 1 0 0 100.00,Mumbai,Lucknow Super Giants,2
68,Ruturaj Gaikwad (c)    c Yash Dayal b Maxwell  0 1 0 0 0.00,Chennai Super Kings,Royal Challengers Bengaluru,2
68,Rachin Ravindra    run out (Swapnil Singh/Karthik)  61 37 5 3 164.86,Chennai Super Kings,Royal Challengers Bengaluru,2
68,Daryl Mitchell    c Kohli b Yash Dayal  4 6 0 0 66.67,Chennai Super Kings,Royal Challengers Bengaluru,2
68,Ajinkya Rahane    c du Plessis b Lockie Ferguson  33 22 3 1 150.00,Chennai Super Kings,Royal Challengers Bengaluru,2
68,Shivam Dube    c Lockie Ferguson b Green  7 15 0 0 46.67,Chennai Super Kings,Royal Challengers Bengaluru,2
68,Ravindra Jadeja    not out  42 22 3 3 190.91,Chennai Super Kings,Royal Challengers Bengaluru,2
68,Mitchell Santner    c du Plessis b Siraj  3 4 0 0 75.00,Chennai Super Kings,Royal Challengers Bengaluru,2
68,MS Dhoni (wk)    c Swapnil Singh b Yash Dayal  25 13 3 1 192.31,Chennai Super Kings,Royal Challengers Bengaluru,2
68,Shardul Thakur    not out  1 2 0 0 50.00,Chennai Super Kings,Royal Challengers Bengaluru,2
69,Travis Head    b Arshdeep Singh  0 1 0 0 0.00,Sunrisers Hyderabad,Punjab Kings,2
69,Abhishek Sharma    c Shivam Singh b Shashank Singh  66 28 5 6 235.71,Sunrisers Hyderabad,Punjab Kings,2
69,Rahul Tripathi    c Arshdeep Singh b Harshal Patel  33 18 4 2 183.33,Sunrisers Hyderabad,Punjab Kings,2
69,Nitish Reddy    c Shivam Singh b Harshal Patel  37 25 1 3 148.00,Sunrisers Hyderabad,Punjab Kings,2
69,Heinrich Klaasen (wk)    b Harpreet Brar  42 26 3 2 161.54,Sunrisers Hyderabad,Punjab Kings,2
69,Shahbaz Ahmed    c Shashank Singh b Arshdeep Singh  3 6 0 0 50.00,Sunrisers Hyderabad,Punjab Kings,2
69,Abdul Samad    not out  11 8 0 1 137.50,Sunrisers Hyderabad,Punjab Kings,2
69,Sanvir Singh    not out  6 4 1 0 150.00,Sunrisers Hyderabad,Punjab Kings,2
71,Rahmanullah Gurbaz (wk)    c V Viyaskanth b T Natarajan  23 14 2 2 164.29,Kolkata Knight Riders,Sunrisers Hyderabad,2
71,Sunil Narine    c V Viyaskanth b Cummins  21 16 4 0 131.25,Kolkata Knight Riders,Sunrisers Hyderabad,2
71,Venkatesh Iyer    not out  51 28 5 4 182.14,Kolkata Knight Riders,Sunrisers Hyderabad,2
71,Shreyas Iyer (c)    not out  58 24 5 4 241.67,Kolkata Knight Riders,Sunrisers Hyderabad,2
72,Yashasvi Jaiswal    c Karthik b Green  45 30 8 0 150.00,Rajasthan Royals,Royal Challengers Bengaluru,2
72,Tom Kohler-Cadmore    b Lockie Ferguson  20 15 4 0 133.33,Rajasthan Royals,Royal Challengers Bengaluru,2
72,Sanju Samson (c & wk)    st Karthik b Karn Sharma  17 13 0 1 130.77,Rajasthan Royals,Royal Challengers Bengaluru,2
72,Riyan Parag    b Siraj  36 26 2 2 138.46,Rajasthan Royals,Royal Challengers Bengaluru,2
72,Dhruv Jurel    run out (Kohli/Green)  8 8 1 0 100.00,Rajasthan Royals,Royal Challengers Bengaluru,2
72,Shimron Hetmyer    c du Plessis b Siraj  26 14 3 1 185.71,Rajasthan Royals,Royal Challengers Bengaluru,2
72,Rovman Powell    not out  16 8 2 1 200.00,Rajasthan Royals,Royal Challengers Bengaluru,2
72,Ravichandran Ashwin    not out  0 0 0 0 0.00,Rajasthan Royals,Royal Challengers Bengaluru,2
73,Yashasvi Jaiswal    c Abdul Samad b Shahbaz Ahmed  42 21 4 3 200.00,Rajasthan Royals,Sunrisers Hyderabad,2
73,Tom Kohler-Cadmore    c Tripathi b Cummins  10 16 1 0 62.50,Rajasthan Royals,Sunrisers Hyderabad,2
73,Sanju Samson (c & wk)    c Markram b Abhishek Sharma  10 11 1 0 90.91,Rajasthan Royals,Sunrisers Hyderabad,2
73,Riyan Parag    c Abhishek Sharma b Shahbaz Ahmed  6 10 0 0 60.00,Rajasthan Royals,Sunrisers Hyderabad,2
73,Dhruv Jurel    not out  56 35 7 2 160.00,Rajasthan Royals,Sunrisers Hyderabad,2
73,Ravichandran Ashwin    c Klaasen b Shahbaz Ahmed  0 3 0 0 0.00,Rajasthan Royals,Sunrisers Hyderabad,2
73,Shimron Hetmyer    b Abhishek Sharma  4 10 0 0 40.00,Rajasthan Royals,Sunrisers Hyderabad,2
73,Rovman Powell    c Abhishek Sharma b T Natarajan  6 12 0 0 50.00,Rajasthan Royals,Sunrisers Hyderabad,2
73,Trent Boult    not out  0 3 0 0 0.00,Rajasthan Royals,Sunrisers Hyderabad,2
74,Rahmanullah Gurbaz (wk)    lbw b Shahbaz Ahmed  39 32 5 2 121.88,Kolkata Knight Riders,Sunrisers Hyderabad,2
74,Sunil Narine    c Shahbaz Ahmed b Cummins  6 2 0 1 300.00,Kolkata Knight Riders,Sunrisers Hyderabad,2
74,Venkatesh Iyer    not out  52 26 4 3 200.00,Kolkata Knight Riders,Sunrisers Hyderabad,2
74,Shreyas Iyer (c)    not out  6 3 1 0 200.00,Kolkata Knight Riders,Sunrisers Hyderabad,2
